pdf_page,printed_page,blank_page,transcription_text,arabic_text
11,88,False,"ISLAM: ITS MISSION IN THE WORLD

The Lord says that if those unbelievers were asked to follow what the Lord has sent down, they will say ""We follow only what we found our forefathers doing,"" to which the Lord replies rousing the instinct of reason in them: ""What if their forefathers lacked both the knowledge and the guidance?""

Then the Lord gave the above representation of them which no one with a whit of pride would tolerate, provoking them thereby to seek an outlet to their sorry state.

In order to move them from this inaction, the Lord then applies different reasoning.

And when they are told, ""Come to what God has sent down; come to this Messenger,"" they say, ""Enough for us is what we found our forefathers doing."" What if their forefathers had neither knowledge, nor guidance? (5:104)

That is, if the unbelievers were called to follow the guidance of the Qur'an they say the knowledge which we inherited from our forefathers is sufficient for us to which the Lord says:

""Will you still say so if your forefathers lacked both the knowledge and the guidance?""

And in this connection the Lord demanded of the unbelievers to support their claim of the so-called knowledge of their forefathers:

Have you any certain knowledge to substantiate your claim that you may produce to us? (6:148)

In another verse the Lord says [printed as ""days"" in the original, apparent typo]:

Bring me a scripture before the Qur'an or some vestiges of ancient knowledge to support your claim if you are truthful. (46:4)

In describing the end of those who imitate their forefathers without any knowledge or a book to guide them, the Lord says:

ISLAM 1394/1974, 1(2)","وإذا قيل لهم تعالوا إلى ما أنزل الله وإلى الرسول قالوا حسبنا ما وجدنا عليه آباءنا أولو كان آباؤهم لا يعلمون شيئا ولا يهتدون

هل عندكم من علم فتخرجوه لنا

ائتوني بكتاب من قبل هذا أو أثارة من علم إن كنتم صادقين"
12,89,False,"M. Farid Wajdi

That is when the leaders shall disown their followers. They shall undergo the punishment and no help shall come to them. The followers shall then say, ""If we only get a second chance, we shall disown them as they have disowned us."" Thus, God will show them the consequences of their deeds; nothing but sorrow for them, and they shall never exit from the hellfire. (2:166,167)

And:

The Lord will say unto the unbelievers on the Judgment day: ""Enter ye into Hell together with nations of jinn and of men who have preceded you;"" so oft as one nation enters, it shall curse its sister, until they have all entered in succession, the last of them shall say unto the first: ""O Lord, these have led us astray, deal Thou unto them a double punishment of hell-fire;"" and the Lord will say: ""It shall be doubled unto all, but ye know not.""
And the first of them shall say unto the last: ""Ye have no advantage over us and we have both been in error; taste ye therefore the punishment for that which ye have done."" (7:38-39)

In the preceding verses, the Lord points out that the followers of disbelief are just as culpable as the leaders, for the Lord has endowed all men with reason and required them to distinguish between truth and falsehood. They are therefore equally responsible for their deeds and none of them has an advantage over the other. And when the imitators have asked the Lord to deal a double punishment to their leaders whose example they have imitated, the Lord has adjudged them both responsible and has doubled the punishment to them all. Such was the Lord's warning against persistence in blind imitation.

In another chapter of the Qur'an the Lord says:

ISLAM 1394/1974, 1(2)","الذين اتبعوا وتبرأ الذين اتبعوا كما رأوا العذاب وتقطعت بهم الأسباب

قال ادخلوا في أمم قد خلت من قبلكم من الجن والإنس في النار كلما دخلت أمة لعنت أختها حتى إذا اداركوا فيها جميعا قالت أخراهم لأولاهم ربنا هؤلاء أضلونا فآتهم عذابا ضعفا من النار قال لكل ضعف ولكن لا تعلمون وقالت أولاهم لأخراهم فما كان لكم علينا من فضل فذوقوا العذاب بما كنتم تكسبون

قال هذا فوج مقتحم معكم لا مرحبا بهم إنهم صالوا النار قالوا بل أنتم لا مرحبا بكم أنتم قدمتموه لنا فبئس القرار"
13,90,False,"ISLAM: ITS MISSION IN THE WORLD

Unto the leaders it shall be said:
""This is a company which shall be plunged with you into Hell,"" to which they shall say: ""No welcome is there for them, they shall burn in hell-fire like us."" And the followers shall say unto the leaders: ""But ye, too! There shall be no welcome for you. It was ye who brought us to this and wretched is the abode."" (38:59-60)

On the entry of the unbelievers into Hell, angels shall say to the leaders: ""This is a company of your followers that shall be plunged with you into Hell."" The leaders shall say: ""No welcome is there for them, they have had minds to distinguish between truth and falsehood and their punishment is hell-fire like us."" The followers will retort: ""No welcome for you either, you have enticed us into this delusion and wretched indeed is our ending.""

The Lord (may He be praised and glorified!) has seen fit to impress on us by such variegated forms of eloquence the fact that leaders and followers will come to the one and same evil end, and it avails the latter not to be followers of others so long as they have had minds by which to distinguish between truth and falsehood.

By these solemn admonitions, Islam has demolished the principle of blind imitation of forefathers and has awakened the conciousness of individual responsibility. It has delivered the weak from their bondage to the strong and smashed down the invulnerable walls of exclusiveness which the leaders raised for their own ends.

By demolishing blind imitation Islam has aimed at abolishing a state of ignorance in which men were enslaved to certain sects that made learning and religion an exclusive right only to themselves, and arbitrarily ruled the people even as absolute masters do. They suffered no censure or criticism to be passed on their actions and declined the admission, into their exclusive body, of any outsider though he may have been a noted man of learning and genius.

Should this state of things become established in a nation, learning and religion will be rendered the exclusive right of a sect which will exploit them in their own interest and subject them to the dictates of their passion. In course of time, they will become a collection of stereotyped forms which will check the onward march of progress and stand between nations and the realization of their objectives.

Freedom from the shackles of imitation was the objective of Islam and it has led its people to a perfect state of cooperation between learning and religion as well as between sentiment and reason. Through this cooperation Muslims have attained to the height of progress which gave them the world-leadership for many a century and it is assured that they will regain that leadership once they follow faithfully, the tenets of their glorious religion.

ISLAM 1394/1974, 1(2)",
14,91,False,"GOD'S MESSAGE TO HUMANITY: THE ULTIMATE PROOF OF AUTHENTICITY*
by Yusuf Amin Wali, Ph.D.
Treasurer, Supreme Council of the Muslim Young Men's Association, Cairo, Egypt

God's finalized and completed message delivered in the Arabic language.** However, since it is intended for all the people, in all places, at all the times, it carries within its composition the proof of authenticity which can be understood and fully appreciated by anyone regardless of his tongue. On these pages, the reader is presented with physical, examinable, and indisputable evidence that the Qur'an is the unaltered message from the Almighty to His creation. Seekers of the truth shall find herein sure guidance towards their goal. The unfortunate souls who are afflicted with various prejudices shall be utterly blinded (Qur'an 18:57)

The greatest affliction of man is the lack of identity and purpose. Once a correct identity is established, and once the purpose behind our existence is defined, such affliction can, sequentially, be removed. The vast majority of people spend their lives under the pretense that the body constitutes one's identity. Thus, they spend their lives caring for the body, the mere shell of their real self; working, laboring, fighting among themselves, hating, loving, and struggling in the service of their vanishing entity. When it is too late, i.e., when they shed the shell, they discover that their real self was left unfed, undeveloped, and miserably neglected. Their eternal existence in such a feeble state can be rightly described as ""hell."" On the other hand, those who are fortunate enough to overcome this identity crisis will be able to define their purpose, place the emphasis during their earthly existence on the right goal, and live and act accordingly. They will realize that developing their eternal entity requires putting the body in the service of the soul, and not the other way around.

*Condensed from the book ""Miracle of the Qur'an: Significance of the Mysterious Alphabets"" by Rashad Khalifa, Islamic Productions International, Inc., St. Louis, Missouri, USA. 1973.
**It had to be delivered in some language. The Qur'an itself states that its language is immaterial; that the believers shall grasp the full message therein, regardless of their mother tongue; and that even the Arabic-speaking people will not understand it unless they qualify therefor by sincerity and devotion (6:25, 18:57; 4:44; 56:77-79.)

ISLAM 1394/1974, 1(2): 91-104",
15,92,False,"GOD'S MESSAGE TO HUMANITY

Our Creator has informed us of the ways and means of developing and caring for the soul. His message, the one and only message, started with the creation of Adam, the first man; the first messenger. Subsequent messengers, such as Noah, Abraham, Moses, Jesus, and Muhammad (may God bestow His blessings and peace upon them), delivered the same message whereby man can feed and develop his real self. With the arrival of God's final messenger, THE MESSAGE was finalized, and the Almighty Himself vowed to preserve it for all subsequent generations, and to protect it from alteration or distortion(1). Moreover, the Almighty has vowed to embed in His message such proof of authenticity that each generation can witness; leaving no excuse for anyone to disbelieve(2). This article, which is but a glimpse from a vast computerized study of the Qur'an (3), offers an example of the visible miracles which are embedded in the Qur'an to prove its authenticity. Only those completely enslaved by worldly matters will deny the indisputable proof presented here. To appreciate this evidence which comes to all of humanity from their Creator, one needs no special knowledge of the Qur'an's language.

The Qur'anic Initials

One of the unique features of the Qur'an is the occurrence at the beginning of certain suras of alphabets which bear no apparent meanings. These alphabets, henceforth called ""Qur'anic Initials,"" are not known in any other literary work.

Of the 114 suras in the Qur'an 28 begin with one set of Qur'anic initials, and one sura is prefixed with two sets of Qur'anic initials. Each set of Qur'anic initials consists of a number of letters ranging between one and five. The different sets of Qur'anic initials and the suras where they occur are listed in Table 1. As shown in that table, there are 14 different sets of Qur'anic initials, and the number of letters which participate in the make-up of these initials is also 14. The 14 letters involved in the formation of Qur'anic initials are Alif (A), Ha (H), Ra (R), Sin (S), Sad (S), Ta (T), 'Ayn ('A), Qaf (Q), Kaf (K), Lam (L), Mim (M), Nun (N), Ha (H), and Ya (Y). These letters are known in the Muslim literature, more specifically among the Sufi mystics, as ""the illumination letters."" The other half of the alphabet, the 14 letters not involved, are known as ""the darkness letters.""

The suras which contain Qur'anic initials are listed in their recorded sequence in Table 2.

ISLAM 1394/1974, 1(2)","الحروف النورانية

الحروف الظلمانية"
16,93,False,"Yusuf Amin Wali

TABLE 1
The Qur'anic Initials and Their Suras

Qur'anic Initial — Sura(s)
1. Sad (S) — Sad (S)
2. Qaf (Q) — Qaf (Q)
3. Nun (N) — Al-Qalam (The Pen)
4. Ta Ha (T.H.) — Ta Ha (T.H.)
5. Ta Sin (T.S.) — Al-Naml (The Ant)
6. Ya Sin (Y.S.) — Ya Sin (Y.S.)
7. Ha Mim (H.M.) — Ghafir (Forgiver); Fussilat (Elucidated); Al-Shura (Consensus); Al-Zukhruf (Vanities); Al-Dukhan (Air Pollution); Al-Jathiya (Amenability); Al-Ahqaf (The Dunes)
8. Alif Lam Mim (A.L.M.) — Al-Baqara (The Heifer); Ali-'Imran (The 'Imran Family); Al-'Ankabut (The Spider); Al-Rum (The Romans); Luqman (Prophet Luqman); Al-Sajda (Prostration)
9. Alif Lam Ra (A.L.R.) — Yunus (Jonah); Hud (Prophet Hud); Yusuf (Joseph); Ibrahim (Abraham); Al-Hijr (The Hijr Valley)
10. Ta Sin Mim — Al-Shu'ara' (Poets); Al-Qasas (History)
11. Alif Lam Mim Sad (A.L.M.S.) — Al-A'araf (The Purgatory)
12. Alif Lam Mim Ra (A.L.M.R.) — Al-Ra'ad (Thunder)
13. Kaf Ha Ya 'Ayn Sad (K.H.Y.'A.S.) — Maryam (Mary)
14. Ha Mim; 'Ayn Sin Qaf (HM-'ASQ) — Al-Shura (Consensus)

ISLAM 1394/1974, 1(2)",
17,94,False,"GOD'S MESSAGE TO HUMANITY

TABLE 2
The Suras Which Contain Qur'anic Initials, Arranged in Their Recorded Sequence.

Sura — Recorded Order — Qur'anic Initials
1. Al-Baqara — 2 — Alif Lam Mim (A.L.M.)
2. Ali 'Imran — 3 — "" "" ""
3. Al-A'araf — 7 — Alif Lam Mim Sad (A.L.M.S.)
4. Yunus — 10 — Alif Lam Ra (A.L.R.)
5. Hud — 11 — "" "" ""
6. Yusuf — 12 — "" "" ""
7. Al-Ra'ad — 13 — Alif Lam Mim Ra (A.L.M.R.)
8. Ibrahim — 14 — Alif Lam Ra (A.L.R.)
9. Al-Hijr — 15 — "" "" ""
10. Maryam — 19 — Kaf Ha Ya 'Ayn Sad (KHYAS)
11. Ta Ha — 20 — Ta Ha (T.H.)
12. Al-Shu'ara' — 26 — Ta Sin Mim (T.S.M.)
13. Al-Naml — 27 — Ta Sin (T.S.)
14. Al-Qasas — 28 — Ta Sin Mim (T.S.M.)
15. Al-'Ankabut — 29 — Alif Lam Mim (A.L.M.)
16. Al-Rum — 30 — "" "" ""
17. Luqman — 31 — "" "" ""
18. Al-Sajda — 32 — "" "" ""
19. Ya Sin — 36 — Ya Sin (Y.S.)
20. Sad (S) — 38 — Sad (S)
21. Ghafir — 40 — Ha Mim (H.M.)
22. Fussilat — 41 — "" "" ""
23. Al-Shura — 42 — "" "" — 'Ayn Sin Qaf ('ASQ)
24. Al-Zukhruf — 43 — "" "" ""
25. Al-Dukhan — 44 — "" "" ""
26. Al-Jathiya — 45 — "" "" ""
27. Al-Ahqaf — 46 — "" "" ""
28. Qaf — 50 — Qaf (Q)
29. Al-Qalam — 68 — Nun (N)

ISLAM 1394/1974, 1(2)",
18,95,False,"Yusuf Amin Wali

This article will deal with the miraculous features embedded in only two sets of these Qur'anic initials, namely, Qaf (Q) and Ta Sin Mim (TSM). For the complete computerized study of all 14 sets of Qur'anic initials, the reader may consult reference 3 listed below.

The Qur'anic Initial Qaf (Q)

There are two suras in the Qur'an which bear this initial, namely, sura Al-Shura (number 42) and sura Qaf (number 50). Although sura Al-Shura is more than twice as long as sura Qaf, these two Qaf-initialed suras contain the same number of the letter Qaf (Q), 57. At this point, we must stop and reflect on the significance of this observation. To derive correct conclusions, the following points should be borne in mind:
1. This observation is an undeniable fact; no speculation or guesswork is involved. It is a fact that anyone, anywhere in the world, can establish for himself, regardless of his language. The only prerequisite would be familiarity with one letter of the Arabic alphabet; the letter Qaf (Q). The letter looks like this: ق. When placed at the beginning of a word, it looks like this: قـ. When placed in the middle of the word, the letter Qaf (Q) looks like this: ـقـ. At the end of a word, the letter looks like this: ـق.
With this minute amount of information, any person can look up the Qur'an, count the frequency of the letter Qaf in sura Al-Shura (No. 42) and in sura Qaf (No. 50). This person will physically establish THE FACT that the only two suras in the Qur'an which are initiated with letter Qaf contain the same number of this letter, namely 57.
2. The second fact one must bear in mind is that the Qur'an was revealed over a period of 23 years. Its verses came to us widely separated from each other both in time and place. Thus, sura Al-Shura, for example, contains 4 verses which were revealed in Medina, namely, verses 23, 24, 25, and 27. The other 49 verses were revealed, separately, in Mecca (300 miles from Medina). Sura Qaf consists of 44 Meccan verses and one Medinian verse (No. 38).
These historical facts are significant, since they point out to us that the Author of the Qur'an knew in advance the alphabetical distribution within the Qur'an. One can readily see from the revelation system that such knowledge is beyond the ability of any human or group of humans(4). The evidence is overwhelmingly presented in this minute glimpse of the total study that the Qur'an could not be man-made. To indicate this advance knowledge to the recipients of His message, the Almighty Author placed the initial Qaf (Q) at the beginning of these two suras which contain the same number of this particular letter.

ISLAM 1394/1974, 1(2)",ق
19,96,False,"GOD'S MESSAGE TO HUMANITY

TABLE 3
The Absolute Frequency of Occurrence of the Letter Qaf (Q) in All Suras of the Qur'an; in Ascending Order.

CHAPTER — Q — Name
CXI — 0 — Al-Masad (Thorny Fibers)
CV — 0 — Al-Fil (The Elephant)
CVIII — 0 — Al-Kawthar (Bounty)
CVII — 0 — Al-Ma'un (Food for Charity)
CX — 0 — Al-Nasr (Support)
CIX — 1 — Al-Kafirun (The Disbelievers)
CVI — 1 — Quraish (The Quraish Tribe)
CXII — 1 — Al-Ikhlas (Absoluteness)
CIII — 1 — Al-'Asr (The Afternoon)
CIV — 1 — Al-Humaza (The Niggardly)
CXIV — 1 — Al-Nas (Mankind)
XCIV — 1 — Al-Sharh (Delight)
I — 1 — Al-Fatiha (The Opener)
XCIII — 2 — Al-Duha (The Forenoon)
LXXXII — 3 — Al-Infitar (The Disintigration)
C — 3 — Al-'Adiyat (The Runners)
CII — 3 — Al-Takathur (Hoarding)
XCV — 3 — Al-Tin (The Fig)
XCVII — 3 — Al-Qadr (Power)
LXXXVIII — 3 — Al-Ghashiya (Overwhelming)
XCVIII — 4 — Al-Bayyina (The Evidence)
CI — 4 — Al-Qari'a (The Shocker)
XCIX — 4 — Al-Zalzala (The Quake)
XCII — 5 — Al-Layl (The Night)
LXXXV — 6 — Al-Buruj (The Constellations)
LXXXVII — 6 — Al-A'la (The Most High)
CXIII — 6 — Al-Falaq (Daybreak)
LXXXI — 8 — Al-Takwir (The Folding)
XCVI — 9 — Al-'Alaq (The Hanging Clot)
LXXXVI — 9 — Al-Tariq (The Bright Star)
LXXXIX — 10 — Al-Fajr (Dawn)
XCI — 10 — Al-Shams (The Sun)
XC — 10 — Al-Balad (Hometown)
LXXIX — 11 — Al-Nazi'at (The Soul Snatchers)
LXXXIII — 13 — Al-Mutaffifin (The Cheaters)
LXXX — 13 — 'Abasa (He Frowned)
LXII — 14 — Al-Jumu'a (Friday)
LXIV — 14 — Al-Taghabun (Requital)
LXXVI — 15 — Al-Insan (Man)
LXXXIV — 15 — Al-Inshiqaq (The Splitting)
LXX — 16 — Al-Ma'arij (Infinite Heights)
LXXVIII — 17 — Al-Naba' (The News)
LIII — 17 — Al-Najm (The Star)
LXVI — 17 — Al-Tahrim (Prohibition)
LXXVII — 18 — Al-Mursalat (The Wended Winds)
LXI — 19 — Al-Saff (The Column)
LXXI — 21 — Nuh (Noah)
LXVIII — 21 — Al-Qalam (The Pen)
LV — 22 — Al-Rahman (The Compassionate)
LXIII — 23 — Al-Munafiqun (The Hypocrites)
LXXIII — 24 — Al-Muzzammil (Wrapped Up)
LXXII — 25 — Al-Jinn (The Jinns)
LXXIV — 25 — Al-Muddathir (Bundled Up)
(list continues on facing page)

ISLAM 1394/1974, 1(2)",ق
20,97,False,"Yusuf Amin Wali

TABLE 3 (continued)

LXXV 27 Al-Qiyama (Resurrection)
LX 27 Al-Mumtahina (The Test)
LVIII 27 Al-Mujadala (The Argument)
LXV 28 Al-Talaq (Divorce)
LII 28 Al-Tur (Mount Sinai)
LXIX 29 Al-Haqqa (Retribution)
XXXI 31 Luqman (Prophet Luqman)
XLIX 32 Al-Hujurat (The Walls)
LVI 35 Al-Waqi'a (The Inevitable)
XLIV 35 Al-Dukhan (Air Pollution)
XLV 36 Al-Jathiya (Amenability)
LXVII 38 Al-Mulk (Kingship)
XLVII 38 Muhammad
XXXII 42 Al-Sajda (Prostration)
XXXV 44 Fatir (Initiator)
LIX 46 Al-Hashr (The Thronging)
LI 47 Al-Dhariyat (The Blowing Winds)
XLVIII 48 Al-Fat-h (Victory)
LIV 50 Al-Qamar (The Moon)
LVII 57 Al-Hadid (Iron)
L 57 Qaf (Q)
XIV 57 Ibrahim (Abraham)
XLII 61 Al-Shura (Consensus)
XXIV 61 Al-Nur (The Light)
XXXVI 72 Ya Sin (Y.S.)
XLVI 73 Al-Ahqaf (The Dunes)
XXXVIII 74 Sad (S)
XXX 77 Al-Rum (The Romans)
XXXVII 80 Al-Saffat (The Line-up)
XLIII 81 Al-Zukhruf (Vanities)
XLI 81 Fussilat (Elucidated)
XV 83 Al-Hijr (The Hijr Valley)
XIII 88 Al-Ra'd (Thunder)
XIX 88 Maryam (Mary)
XXV 90 Al-Furqan (The Statute Book)
XXIX 92 Al-Ankabut (The Spider)
XXXIV 93 Saba' (Sheba)
XXII 98 Al-Hajj (Pilgrimage)
XXI 103 Al-Anbia' (The Prophets)
XXIII 108 Al-Muminun (The Believers)
XL 108 Ghafir (Forgiver)
VIII 109 Al-Anfal (The Spoils)
XXXIII 111 Al-Ahzab (The Allies)
XXXIX 117 Al-Zumur (The Throngs)
XXVII 120 Al-Naml (The Ant)
XVI 131 Al-Nahl (The Bee)
XXVI 132 Al-Shu'ara' (The Poets)
XXVIII 147 Al-Qasas (History)
XVIII 151 Al-Kahf (The Cave)
XVII 155 Al-Isra' (The Night Journey)
XX 163 Ta Ha (T.H.)
X 179 Yunus (Jonah)
XI 180 Hud (Prophet Hud)
XII 193 Yusuf (Joseph)
IX 216 Al-Tawba (Repentance)
IV 255 Al-Nisa' (Women)
V 266 Al-Ma-eda (The Table)
VI 272 Al-An'am (Livestock)
III 306 Ali-Imran (The Imran Family)
VII 356 Al-A'raf (The Purgatory)
II 553 Al-Baqara (The Heifer)

ISLAM 1394/1974, 1(2)",
21,98,False,"GOD'S MESSAGE TO HUMANITY

3. The fact that the two Qaf-initialed suras contain exactly the same number of the letter Qaf, provides physical evidence that the Qur'an was protected from human tampering throughout the past 14 centuries. Any alteration or distortion involving words such as Qad, Qala, Qawm etc., which are essential and very frequently used words, would have resulted in variability between these two suras with regard to their initial Qaf. The number 57 itself, being 50% of 114 (see 4(ii) below), provides a double-check that no alteration or distortion took place in the past. Of course, this is only a reflection, and undisputable confirmation, of the divine pledge that the Qur'an shall be preserved; protected from any distortion.(5)

4. The computer printout, shown in Table 3, reveals that there is one more sura which also contains 57 of the letter Qaf, namely, sura Ibrahim (No. 14). Some readers may ask the question, ""Why didn't the Qur'an's author place the initial Qaf at the beginning of sura Ibrahim as well?"" There are numerous reasons which one can infer from the complete study:

i. As mentioned above, having the same number of the letter Qaf (Q) is by no means the only characteristic of the Qaf-initialed suras. For example, the overall relative frequency of occurrence of the letter Qaf was found highest in the Qaf-initialed and Qaf-titled sura No. 50; higher than any other sura(3). Undoubtedly sura Ibrahim did not qualify for bearing the initial Qaf. The complete study (3) revealed that the initialed suras possessed certain characteristics; certain distribution patterns of the alphabetic constituents, which qualified the sura for bearing specific initials. Thus, sura Ibrahim, which happens to be one of the 29 initialed suras, starts with the Qur'anic initials Alif (A), Lam (L), and Ra (R). On the other hand, the initial Qaf (Q) exists in sura Al-Shura in conjunction with 4 other Qur'anic initials, namely, Ha (H), Mim (M), 'Ayn ('A), and Sin (S). The letter Qaf is interlocked with these other 4 initials of sura Al-Shura, and the sura itself is interlocked with its 6 sister suras which bear the initials Ha Mim (HM) (these are suras No. 40 through No. 46). The first verse in each one of these seven suras consists of the initials Ha Mim. Only sura Al-Shura (No. 42) has three additional initials, 'Ayn Sin Qaf ('ASQ), which constitute verse No. 2 of the sura. The detailed study of the initials showed that the presence of 'Ayn Sin Qaf in sura Al-Shura serves as a specific indicator for a specific frequency distribution of these 3 letters, not only within sura Al-Shura, but within the seven sister suras (the Ha Mim-initiated suras) (see reference No. 3). These interlocking relationships point out the impossibility of composing a mathematically controlled literary work like the Qur'an(4). The presence of the initial

ISLAM 1394/1974, 1(2)",
22,99,False,"Yusuf Amin Wali

Qaf in sura Al-Shura, therefore, serves a specific function. Sura Ibrahim, on the other hand, does not qualify as a bearer of the initial Qaf.

ii. Why did the Almighty choose to place 57 Qafs in the alphabetical structure of the two Qaf-initialed suras? Why 57, and not any other number? Does the number 57 in each of the Qaf-initialed suras represent a random choice, or a coincidental occurrence? No chance of either possibility. When we add the 57 Qafs of sura Al-Shura plus the 57 Qafs of sura Qaf, the product is 114, same as the total number of suras in the Qur'an. If the letter Qaf (Q) stands for ""Qur'an"", which is by no means a far-fetched assumption, then the number 57 in each of two suras would be the ONLY choice. The product, 114, tells us in clear language that the 114 suras do represent the Qur'an, and nothing but the Qur'an.

The reader can see here another reason for restricting the initial Qaf to these two 57-Qafed suras.

These are by no means all the miraculous features of the Qur'anic initial Qaf. Presentation is made here of only a fraction of those features; a fraction which can be easily scrutinized, examined, and verified by any reader who has no access to electronic computers. For details dealing with the distribution of the letter Qaf throughout the Qur'an, the reader may consult reference 3.

The Qur'anic Initials Ta Sin Mim (T.S.M.)

This group of initials occurs in three suras which are consecutive both in the recording sequence and the chronological revelation sequence of Qur'an. Two suras are initialed with the three letters Ta Sin Mim. These are Al-Shu'ara' (No. 26) and Al-Qasas (No. 28). The Qur'anic initials constitute an independent verse in these two suras. The two letters Ta Sin occur in sura Al-Naml (No. 27), and they make up only part of the first verse, rather than an independent verse. Thus, we have here three consecutive suras where the two-lettered set of Qur'anic initials separates the three-lettered sets of initials.

The computer printouts of the percentage values of Ta Sin Mim, and their absolute frequency of occurrence values throughout the Qur'an are shown in Tables 4 and 5. The percentage values were calculated by dividing the total number of occurrences of the letters Ta (T), Sin (S), and Mim (M) by the total number of alphabetic letters which make up the sura. This was done for each one of the Qur'an's 114 suras. When we look at the ascending order of percentage values of Ta Sin Mim (Table 4), we note that sura Al-Qasas (XXVIII) ranks 36, and sura Al-Shu'ara' (XXVI) ranks 79, out of the Qur'an's 114 suras. It takes little thinking to realize that exactly

ISLAM 1394/1974, 1(2)",
23,100,False,"TABLE 4

The Percent Occurrence of the Letters Ta Sin Mim in Each Sura.
The Suras are Arranged in an Ascending Order.

(dense computer-printout numeric table of chapter numbers and percentage values; see original scan for exact figures — column alignment reconstructed from a skewed, partly out-of-focus photo and several entries could not be fully disambiguated)

ISLAM 1394/1974, 1(2)",
24,101,False,"Yusuf Amin Wali

TABLE 5

The Frequency of Occurrence of the Qur'anic Initials Ta Sin Mim Throughout the Qur'an. The Suras are in Ascending order.

(dense computer-printout numeric table of chapter numbers and frequency counts; photographed at an angle with poor focus in places, several values in the higher-frequency rows were difficult to read with confidence — see original scan for exact figures)

ISLAM 1394/1974, 1(2)",
25,102,False,"GOD'S MESSAGE TO HUMANITY

35 suras have a higher percentage of Ta Sin Mim than that of sura Al-Shu'ara' and exactly 35 suras have a lower percentage of Ta Sin Mim than sura Al-Qasas.

The arrangement of the three Ta Sin/Ta Sin Mim suras, gives a special sense of balance. The observation that 35 suras contain a higher proportion of Ta Sin Mim than sura Al-Shu'ara', and the same number of suras contain a lower percentage than sura Al-Qasas, leaves little doubt that the omission of Mim in sura Al-Naml's Qur'anic initials was not coincidental. The balanced distribution of the proportion of these 3 letters throughout the Qur'an, and the specific positioning of the two Ta Sin Mim-initialed suras leaves little doubt that the Author of the Qur'an had advance knowledge of the mathematical distribution of the Qur'an's alphabetic letters. The fact that this mathematical balance, manifested through the use of electronic computers, depends on the relative frequency of occurrence of Ta Sin Mim throughout the Qur'an is an undeniable evidence that the Qur'an could never be man-made, let alone man-made by an illiterate man 14 centuries ago when the concepts of ""percentage"" and ""proportion"" were not known. In order to appreciate this miraculous phenomenon, let us go back in time 1400 years. A sizeable book is being constructed over a period of 23 years. The component sentences are widely separated from each other both in time and place. In advance, someone knew the exact relative frequency of the letters Ta (T), Sin (S), and Mim (M) (we have expressed this relative frequency by the 'percent' concept which was unknown in those days). Thus, that ""Someone"" knew that out of 114 chapters, exactly 35 will have a higher relative frequency of Ta Sin Mim than chapter X, and exactly 35 will have a lower relative frequency than chapter Z. To indicate this fact, chapters X and Z were ""tagged"" with the letters Ta Sin Mim. And to convey the sense of balance inherent in this observation, chapter Y was ""tagged"" with the less powerful initials Ta Sin (only 2 initials, and only part of the verse). Obviously, this kind of advance knowledge, and this kind of control over the distribution of individual alphabets, are unattainable by man.

Just as we did with the initial Qaf and the number 57, the reader is entitled to ask the question, ""Why the number 35, and not any other number?"" Why do we find exactly 35 suras containing a higher proportion of Ta Sin Mim than sura Al-Shu'ara', and exactly 35 suras containing a lower proportion of these letters than sura Al-Qasas? Could this be a mere coincidence? Again, the divine proof is so overwhelming, the possibility of coincidence is eliminated. And again, the proof is physical, touchable, and examinable. Thus, if we look up the computer printout showing the simple frequency of occurrence of the letters Ta, Sin, and Mim (Table 5), we discover that sura Al-Shu'ara' (XXVI) contains 615 of these letters, while sura Al-Qasas

ISLAM 1394/1974, 1(2)",
