verse_index,verse_id,chapter_number,verse_number,chapter_verses,verse_id_arabic,english_1989,arabic_uthmani,pdf_page_1989,printed_page_1989,english_bbox,english_transcription_source,english_transcription_note,arabic_alignment_note
5534,72:19,72,19,28,١٩:٧٢,"When GOD’s servant* advocated Him alone, almost all of them banded together to oppose him.",وَأَنَّهُۥ لَمَّا قَامَ عَبْدُ ٱللَّهِ يَدْعُوهُ كَادُوا۟ يَكُونُونَ عَلَيْهِ لِبَدًا,592,573,"[41.15, 173.502, 402.362, 216.257]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
5517,72:2,72,2,28,٢:٧٢,"“ ‘It guides to righteousness, and we have believed in it; we will never set up any idols besides",يَهْدِىٓ إِلَى ٱلرُّشْدِ فَـَٔامَنَّا بِهِۦ ۖ وَلَن نُّشْرِكَ بِرَبِّنَآ أَحَدًا,591,572,"[40.2, 166.951, 347.112, 184.551]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
5535,72:20,72,20,28,٢٠:٧٢,"Say, “I worship only my Lord; I never set up any idols besides Him.”",قُلْ إِنَّمَآ أَدْعُوا۟ رَبِّى وَلَآ أُشْرِكُ بِهِۦٓ أَحَدًا,592,573,"[41.15, 216.257, 402.362, 244.761]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
5536,72:21,72,21,28,٢١:٧٢,"Say, “I possess no power to harm you, nor to guide you.”",قُلْ إِنِّى لَآ أَمْلِكُ لَكُمْ ضَرًّا وَلَا رَشَدًا,592,573,"[41.15, 244.761, 402.362, 273.265]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
5537,72:22,72,22,28,٢٢:٧٢,"Say, “No one can protect me from GOD, nor can I find any other refuge besides Him.",قُلْ إِنِّى لَن يُجِيرَنِى مِنَ ٱللَّهِ أَحَدٌ وَلَنْ أَجِدَ مِن دُونِهِۦ مُلْتَحَدًا,592,573,"[41.15, 273.265, 402.362, 316.021]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
5538,72:23,72,23,28,٢٣:٧٢,"“I deliver GODproclamations and messages.” Those who disobey GOD and His messenger incur the fire of Hell, wherein they abide forever.",إِلَّا بَلَـٰغًا مِّنَ ٱللَّهِ وَرِسَـٰلَـٰتِهِۦ ۚ وَمَن يَعْصِ ٱللَّهَ وَرَسُولَهُۥ فَإِنَّ لَهُۥ نَارَ جَهَنَّمَ خَـٰلِدِينَ فِيهَآ أَبَدًا,592,573,"[41.15, 316.021, 402.362, 373.028]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
5539,72:24,72,24,28,٢٤:٧٢,"Once they see what is awaiting them, they will find out who is really weaker in power, and fewer in number.",حَتَّىٰٓ إِذَا رَأَوْا۟ مَا يُوعَدُونَ فَسَيَعْلَمُونَ مَنْ أَضْعَفُ نَاصِرًا وَأَقَلُّ عَدَدًا,592,573,"[41.15, 373.028, 402.362, 415.784]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
5540,72:25,72,25,28,٢٥:٧٢,"Say, “I do not know if what is promised to you will happen soon, or if my Lord will delay it for awhile.”",قُلْ إِنْ أَدْرِىٓ أَقَرِيبٌ مَّا تُوعَدُونَ أَمْ يَجْعَلُ لَهُۥ رَبِّىٓ أَمَدًا,592,573,"[41.15, 415.784, 402.362, 458.54]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
5541,72:26,72,26,28,٢٦:٧٢,He is the Knower of the future; He does not reveal the future to anyone.,عَـٰلِمُ ٱلْغَيْبِ فَلَا يُظْهِرُ عَلَىٰ غَيْبِهِۦٓ أَحَدًا,592,573,"[41.15, 458.54, 402.362, 487.044]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
5542,72:27,72,27,28,٢٧:٧٢,"Only to a messenger that He chooses,* does He reveal from the past and the future, specific news.*",إِلَّا مَنِ ٱرْتَضَىٰ مِن رَّسُولٍ فَإِنَّهُۥ يَسْلُكُ مِنۢ بَيْنِ يَدَيْهِ وَمِنْ خَلْفِهِۦ رَصَدًا,592,573,"[41.15, 487.044, 402.362, 529.8]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
5543,72:28,72,28,28,٢٨:٧٢,This is to ascertain that they have delivered their Lord’s messages. He is fully aware of what they have. He has counted the numbers of all things.,لِّيَعْلَمَ أَن قَدْ أَبْلَغُوا۟ رِسَـٰلَـٰتِ رَبِّهِمْ وَأَحَاطَ بِمَا لَدَيْهِمْ وَأَحْصَىٰ كُلَّ شَىْءٍ عَدَدًۢا,592,573,"[41.15, 529.8, 464.51, 558.551]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
5518,72:3,72,3,28,٣:٧٢,"“ ‘The Most High is our only Lord. He never had a mate, nor a son.",وَأَنَّهُۥ تَعَـٰلَىٰ جَدُّ رَبِّنَا مَا ٱتَّخَذَ صَـٰحِبَةً وَلَا وَلَدًا,591,572,"[40.2, 202.185, 239.928, 219.951]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
5519,72:4,72,4,28,٤:٧٢,“ ‘It is the foolish among us who used to utter such nonsense about GOD.,وَأَنَّهُۥ كَانَ يَقُولُ سَفِيهُنَا عَلَى ٱللَّهِ شَطَطًا,591,572,"[40.2, 237.913, 253.2, 256.336]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
5520,72:5,72,5,28,٥:٧٢,"“ ‘We thought that neither the humans, nor the jinns, could possibly utter lies about GOD.",وَأَنَّا ظَنَنَّآ أَن لَّن تَقُولَ ٱلْإِنسُ وَٱلْجِنُّ عَلَى ٱللَّهِ كَذِبًا,591,572,"[40.45, 274.985, 249.392, 306.285]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
5521,72:6,72,6,28,٦:٧٢,"“ ‘Human beings used to seek power through jinn beings, but they only afflicted them with a lot of adversity.",وَأَنَّهُۥ كَانَ رِجَالٌ مِّنَ ٱلْإِنسِ يَعُوذُونَ بِرِجَالٍ مِّنَ ٱلْجِنِّ فَزَادُوهُمْ رَهَقًا,591,572,"[40.7, 324.451, 248.768, 355.051]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
5522,72:7,72,7,28,٧:٧٢,"“ ‘They thought, just like you thought, that GOD would not send another (messenger).",وَأَنَّهُمْ ظَنُّوا۟ كَمَا ظَنَنتُمْ أَن لَّن يَبْعَثَ ٱللَّهُ أَحَدًا,591,572,"[40.9, 374.051, 217.283, 405.1]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
5523,72:8,72,8,28,٨:٧٢,“ ‘We touched the heaven and found it filled with formidable guards and projectiles.,وَأَنَّا لَمَسْنَا ٱلسَّمَآءَ فَوَجَدْنَـٰهَا مُلِئَتْ حَرَسًا شَدِيدًا وَشُهُبًا,591,572,"[40.9, 424.101, 249.196, 454.551]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
5524,72:9,72,9,28,٩:٧٢,“ ‘We used to sit there in order to spy. Anyone who listens is pursued by a powerful projectile.,وَأَنَّا كُنَّا نَقْعُدُ مِنْهَا مَقَـٰعِدَ لِلسَّمْعِ ۖ فَمَن يَسْتَمِعِ ٱلْءَانَ يَجِدْ لَهُۥ شِهَابًا رَّصَدًا,591,572,"[40.9, 473.152, 238.604, 503.751]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
5544,73:0,73,0,20,٠:٧٣,"In the name of God, Most Gracious, Most Merciful",بِسْمِ ٱللَّهِ ٱلرَّحْمَـٰنِ ٱلرَّحِيمِ,593,574,,standard unnumbered basmalah,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
5545,73:1,73,1,20,١:٧٣,O you cloaked one.,يَـٰٓأَيُّهَا ٱلْمُزَّمِّلُ,593,574,"[39.95, 130.885, 360.3, 141.818]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
5554,73:10,73,10,20,١٠:٧٣,"And remain steadfast in the face of their utterances, and disregard them in a nice manner.",وَٱصْبِرْ عَلَىٰ مَا يَقُولُونَ وَٱهْجُرْهُمْ هَجْرًا جَمِيلًا,593,574,"[39.95, 382.351, 360.3, 415.151]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
5555,73:11,73,11,20,١١:٧٣,"And let Me deal with the rejectors, who have been generously blessed; just give them a little time.",وَذَرْنِى وَٱلْمُكَذِّبِينَ أُو۟لِى ٱلنَّعْمَةِ وَمَهِّلْهُمْ قَلِيلًا,593,574,"[39.95, 415.151, 360.3, 447.951]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
5556,73:12,73,12,20,١٢:٧٣,"We have severe punishments, and Hell.",إِنَّ لَدَيْنَآ أَنكَالًا وَجَحِيمًا,593,574,"[39.95, 447.951, 360.3, 469.818]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
5557,73:13,73,13,20,١٣:٧٣,"Food that can hardly be swallowed, and painful retribution.",وَطَعَامًا ذَا غُصَّةٍ وَعَذَابًا أَلِيمًا,593,574,"[39.95, 469.818, 360.3, 491.685]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
5558,73:14,73,14,20,١٤:٧٣,"The day will come when the earth and the mountains will quake, and the mountains will turn into a weightless pile.",يَوْمَ تَرْجُفُ ٱلْأَرْضُ وَٱلْجِبَالُ وَكَانَتِ ٱلْجِبَالُ كَثِيبًا مَّهِيلًا,593,574,"[39.95, 491.685, 360.3, 535.418]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
5559,73:15,73,15,20,١٥:٧٣,"We have sent to you a messenger, just as we sent to Pharaoh a messenger.",إِنَّآ أَرْسَلْنَآ إِلَيْكُمْ رَسُولًا شَـٰهِدًا عَلَيْكُمْ كَمَآ أَرْسَلْنَآ إِلَىٰ فِرْعَوْنَ رَسُولًا,593,574,"[39.95, 535.418, 360.3, 562.645]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
5560,73:16,73,16,20,١٦:٧٣,"Pharaoh disobeyed the messenger and, consequently, we punished him severely.",فَعَصَىٰ فِرْعَوْنُ ٱلرَّسُولَ فَأَخَذْنَـٰهُ أَخْذًا وَبِيلًا,593,574,"[40.45, 562.645, 340.498, 590.732]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
5561,73:17,73,17,20,١٧:٧٣,"If you disbelieve, how can you evade a day so terrible that it makes the infants gray-haired?",فَكَيْفَ تَتَّقُونَ إِن كَفَرْتُمْ يَوْمًا يَجْعَلُ ٱلْوِلْدَٰنَ شِيبًا,593,574,"[40.45, 590.732, 340.498, 618.82]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
5562,73:18,73,18,20,١٨:٧٣,The heaven will shatter therefrom. His promise is true.,ٱلسَّمَآءُ مُنفَطِرٌۢ بِهِۦ ۚ كَانَ وَعْدُهُۥ مَفْعُولًا,593,574,"[40.45, 618.82, 340.498, 632.863]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
5563,73:19,73,19,20,١٩:٧٣,"This is a reminder; whoever wills, let him choose the path to his Lord.",إِنَّ هَـٰذِهِۦ تَذْكِرَةٌ ۖ فَمَن شَآءَ ٱتَّخَذَ إِلَىٰ رَبِّهِۦ سَبِيلًا,593,574,"[40.45, 632.863, 340.498, 660.95]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
5546,73:2,73,2,20,٢:٧٣,"Meditate during the night, except rarely.",قُمِ ٱلَّيْلَ إِلَّا قَلِيلًا,593,574,"[39.95, 152.751, 360.3, 163.685]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
5564,73:20,73,20,20,٢٠:٧٣,"Your Lord knows that you meditate during two-thirds of the night, or half of it, or one-third of it, and so do some of those who believed with you. GOD has designed the night and the day, and He knows that you cannot always do this. He has pardoned you. Instead, you shall read what you can of the Quran. He knows that some of you may be ill, others may be traveling in pursuit of GOD’s provisions, and others may be striving in the cause of GOD. You shall read what you can of it, and observe the contact prayers (Salat), give the obligatory charity (Zakat), and lend GOD a loan of righteousness. Whatever good you send ahead on behalf of your souls, you will find it at GOD far better and generously rewarded. And implore GOD for forgiveness. GOD is Forgiver, Most Merciful.",إِنَّ رَبَّكَ يَعْلَمُ أَنَّكَ تَقُومُ أَدْنَىٰ مِن ثُلُثَىِ ٱلَّيْلِ وَنِصْفَهُۥ وَثُلُثَهُۥ وَطَآئِفَةٌ مِّنَ ٱلَّذِينَ مَعَكَ ۚ وَٱللَّهُ يُقَدِّرُ ٱلَّيْلَ وَٱلنَّهَارَ ۚ عَلِمَ أَن لَّن تُحْصُوهُ فَتَابَ عَلَيْكُمْ ۖ فَٱقْرَءُوا۟ مَا تَيَسَّرَ مِنَ ٱلْقُرْءَانِ ۚ عَلِمَ أَن سَيَكُونُ مِنكُم مَّرْضَىٰ ۙ وَءَاخَرُونَ يَضْرِبُونَ فِى ٱلْأَرْضِ يَبْتَغُونَ مِن فَضْلِ ٱللَّهِ ۙ وَءَاخَرُونَ يُقَـٰتِلُونَ فِى سَبِيلِ ٱللَّهِ ۖ فَٱقْرَءُوا۟ مَا تَيَسَّرَ مِنْهُ ۚ وَأَقِيمُوا۟ ٱلصَّلَوٰةَ وَءَاتُوا۟ ٱلزَّكَوٰةَ وَأَقْرِضُوا۟ ٱللَّهَ قَرْضًا حَسَنًا ۚ وَمَا تُقَدِّمُوا۟ لِأَنفُسِكُم مِّنْ خَيْرٍ تَجِدُوهُ عِندَ ٱللَّهِ هُوَ خَيْرًا وَأَعْظَمَ أَجْرًا ۚ وَٱسْتَغْفِرُوا۟ ٱللَّهَ ۖ إِنَّ ٱللَّهَ غَفُورٌ رَّحِيمٌۢ,594,575,"[41.4, 56.231, 474.456, 213.181]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
5547,73:3,73,3,20,٣:٧٣,"Half of it, or a little less.",نِّصْفَهُۥٓ أَوِ ٱنقُصْ مِنْهُ قَلِيلًا,593,574,"[39.95, 174.618, 360.3, 185.551]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
5548,73:4,73,4,20,٤:٧٣,Or a little more. And read the Quran from cover to cover.,أَوْ زِدْ عَلَيْهِ وَرَتِّلِ ٱلْقُرْءَانَ تَرْتِيلًا,593,574,"[39.95, 196.485, 360.3, 207.418]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
5549,73:5,73,5,20,٥:٧٣,We will give you a heavy message.,إِنَّا سَنُلْقِى عَلَيْكَ قَوْلًا ثَقِيلًا,593,574,"[39.95, 218.351, 360.3, 229.285]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
5550,73:6,73,6,20,٦:٧٣,"The meditation at night is more effective, and more righteous.",إِنَّ نَاشِئَةَ ٱلَّيْلِ هِىَ أَشَدُّ وَطْـًٔا وَأَقْوَمُ قِيلًا,593,574,"[39.95, 240.218, 360.3, 262.085]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
5551,73:7,73,7,20,٧:٧٣,You have a lot of time during the day for other matters.,إِنَّ لَكَ فِى ٱلنَّهَارِ سَبْحًا طَوِيلًا,593,574,"[39.95, 273.018, 360.3, 294.885]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
5552,73:8,73,8,20,٨:٧٣,"You shall commemorate the name of your Lord, to come ever closer and closer to Him.",وَٱذْكُرِ ٱسْمَ رَبِّكَ وَتَبَتَّلْ إِلَيْهِ تَبْتِيلًا,593,574,"[39.95, 305.818, 360.3, 338.618]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
5553,73:9,73,9,20,٩:٧٣,Lord of the east and the west; there is no other god besides Him. You should choose Him as your advocate.,رَّبُّ ٱلْمَشْرِقِ وَٱلْمَغْرِبِ لَآ إِلَـٰهَ إِلَّا هُوَ فَٱتَّخِذْهُ وَكِيلًا,593,574,"[39.95, 349.551, 360.3, 382.351]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
5565,74:0,74,0,56,٠:٧٤,"In the name of God, Most Gracious, Most Merciful",بِسْمِ ٱللَّهِ ٱلرَّحْمَـٰنِ ٱلرَّحِيمِ,594,575,,standard unnumbered basmalah,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
5566,74:1,74,1,56,١:٧٤,O you hidden secret.*,يَـٰٓأَيُّهَا ٱلْمُدَّثِّرُ,594,575,"[42.1, 317.299, 295.934, 326.924]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
5575,74:10,74,10,56,١٠:٧٤,"For the disbelievers, not easy.",عَلَى ٱلْكَـٰفِرِينَ غَيْرُ يَسِيرٍ,594,575,"[42.1, 480.925, 295.934, 490.551]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
5576,74:11,74,11,56,١١:٧٤,Let Me deal with one I created as an individual.,ذَرْنِى وَمَنْ خَلَقْتُ وَحِيدًا,594,575,"[42.1, 490.551, 295.934, 509.801]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
5577,74:12,74,12,56,١٢:٧٤,I provided him with lots of money.,وَجَعَلْتُ لَهُۥ مَالًا مَّمْدُودًا,594,575,"[42.1, 509.801, 295.934, 519.426]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
5578,74:13,74,13,56,١٣:٧٤,And children to behold.,وَبَنِينَ شُهُودًا,594,575,"[42.1, 519.426, 295.934, 529.051]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
5579,74:14,74,14,56,١٤:٧٤,I made everything easy for him.,وَمَهَّدتُّ لَهُۥ تَمْهِيدًا,594,575,"[42.1, 529.051, 295.934, 538.676]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
5580,74:15,74,15,56,١٥:٧٤,"Yet, he is greedy for more.",ثُمَّ يَطْمَعُ أَنْ أَزِيدَ,594,575,"[42.1, 538.676, 295.934, 548.301]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
5581,74:16,74,16,56,١٦:٧٤,He stubbornly refused to accept these proofs.,كَلَّآ ۖ إِنَّهُۥ كَانَ لِـَٔايَـٰتِنَا عَنِيدًا,594,575,"[42.1, 548.301, 295.934, 557.926]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
5582,74:17,74,17,56,١٧:٧٤,I will increasingly punish him.,سَأُرْهِقُهُۥ صَعُودًا,594,575,"[42.1, 557.926, 295.934, 567.551]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
5583,74:18,74,18,56,١٨:٧٤,"For he reflected, then decided.",إِنَّهُۥ فَكَّرَ وَقَدَّرَ,595,576,"[39.5, 43.751, 462.838, 50.722]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
5584,74:19,74,19,56,١٩:٧٤,Miserable is what he decided.,فَقُتِلَ كَيْفَ قَدَّرَ,595,576,"[39.5, 57.693, 462.838, 64.664]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
5567,74:2,74,2,56,٢:٧٤,Come out and warn.,قُمْ فَأَنذِرْ,594,575,"[42.1, 336.549, 295.934, 346.174]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
5585,74:20,74,20,56,٢٠:٧٤,Miserable indeed is what he decided.,ثُمَّ قُتِلَ كَيْفَ قَدَّرَ,595,576,"[39.5, 71.635, 462.838, 78.606]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
5586,74:21,74,21,56,٢١:٧٤,He looked.,ثُمَّ نَظَرَ,595,576,"[39.5, 85.576, 462.838, 92.547]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
5587,74:22,74,22,56,٢٢:٧٤,He frowned and whined.,ثُمَّ عَبَسَ وَبَسَرَ,595,576,"[39.5, 99.518, 462.838, 106.489]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
5588,74:23,74,23,56,٢٣:٧٤,Then he turned away arrogantly.,ثُمَّ أَدْبَرَ وَٱسْتَكْبَرَ,595,576,"[39.5, 113.46, 462.838, 120.431]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
5589,74:24,74,24,56,٢٤:٧٤,"He said, “This is but clever magic!",فَقَالَ إِنْ هَـٰذَآ إِلَّا سِحْرٌ يُؤْثَرُ,595,576,"[39.5, 50.722, 462.838, 57.693]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
5590,74:25,74,25,56,٢٥:٧٤,“This is human made.”,إِنْ هَـٰذَآ إِلَّا قَوْلُ ٱلْبَشَرِ,595,576,"[39.5, 64.664, 462.838, 71.635]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
5591,74:26,74,26,56,٢٦:٧٤,1 will commit him to retribution.,سَأُصْلِيهِ سَقَرَ,595,576,"[39.5, 78.606, 462.838, 85.576]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
5592,74:27,74,27,56,٢٧:٧٤,What retribution!,وَمَآ أَدْرَىٰكَ مَا سَقَرُ,595,576,"[39.5, 92.547, 462.838, 99.518]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
5593,74:28,74,28,56,٢٨:٧٤,Thorough and comprehensive.,لَا تُبْقِى وَلَا تَذَرُ,595,576,"[39.5, 106.489, 462.838, 113.46]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
5594,74:29,74,29,56,٢٩:٧٤,Obvious to all the people.,لَوَّاحَةٌ لِّلْبَشَرِ,595,576,"[39.5, 120.431, 462.838, 127.402]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
5568,74:3,74,3,56,٣:٧٤,Extol your Lord.,وَرَبَّكَ فَكَبِّرْ,594,575,"[42.1, 355.799, 295.934, 365.424]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
5595,74:30,74,30,56,٣٠:٧٤,Over it is nineteen.*,عَلَيْهَا تِسْعَةَ عَشَرَ,595,576,"[39.7, 157.003, 472.334, 169.977]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
5596,74:31,74,31,56,٣١:٧٤,"We appointed angels to be guardians nf Hell. and we assigned their number (19 (1) to disturb the disbelievers, (2) to convince the Christians and Jews (that this is a divine scripture), (3) to strengthen the faith of the faithful, (4) to remove all traces of doubt from the hearts of Christians, Jews, as well as the believers, and (5) to expose those who harbor doubt in their hearts, and the disbelievers; they will say, “What did GOD mean by this allegory?” GOD thus sends astray whomever He wills, and guides whomever He wills. None knows the soldiers of your Lord except He. This is a reminder for the people.",وَمَا جَعَلْنَآ أَصْحَـٰبَ ٱلنَّارِ إِلَّا مَلَـٰٓئِكَةً ۙ وَمَا جَعَلْنَا عِدَّتَهُمْ إِلَّا فِتْنَةً لِّلَّذِينَ كَفَرُوا۟ لِيَسْتَيْقِنَ ٱلَّذِينَ أُوتُوا۟ ٱلْكِتَـٰبَ وَيَزْدَادَ ٱلَّذِينَ ءَامَنُوٓا۟ إِيمَـٰنًا ۙ وَلَا يَرْتَابَ ٱلَّذِينَ أُوتُوا۟ ٱلْكِتَـٰبَ وَٱلْمُؤْمِنُونَ ۙ وَلِيَقُولَ ٱلَّذِينَ فِى قُلُوبِهِم مَّرَضٌ وَٱلْكَـٰفِرُونَ مَاذَآ أَرَادَ ٱللَّهُ بِهَـٰذَا مَثَلًا ۚ كَذَٰلِكَ يُضِلُّ ٱللَّهُ مَن يَشَآءُ وَيَهْدِى مَن يَشَآءُ ۚ وَمَا يَعْلَمُ جُنُودَ رَبِّكَ إِلَّا هُوَ ۚ وَمَا هِىَ إِلَّا ذِكْرَىٰ لِلْبَشَرِ,595,576,"[39.7, 169.977, 472.334, 402.613]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
